,Order_ID,Customer_ID,Employee_ID,Shipper_ID,Product_ID,Category_ID,Order_Date,Require_date,Shipper_Date,Company_Name,Customer_Name,Customer_Title,Customer_City,Customer_Country,EmployeeName,Employee_Title,Employee_City,Employee_Country,Reports_To,Product_Name,Quantity_Per_Unit,Product_Unit_Price,Discontinued,Category_Name,Description,Shipper_Company,Cost,Unit_Price,Quantity,Discount,Revenue,Profit,Year,Month,Day,Quarter,Day_Name,Weekend_Flag,Processing_Time
871,10574,TRAIH,4,2,33,4,2014-06-19,2014-07-17,2014-06-30,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,Kirkland,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Geitost,500 g,2.5,0,Dairy Products,Cheeses,United Package,37.6,2.5,14.0,0.0,35.0,-2.6000000000000014,2014,6,19,2,Thursday,0,11 days
872,10574,TRAIH,4,2,40,8,2014-06-19,2014-07-17,2014-06-30,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,Kirkland,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Boston Crab Meat,24 - 4 oz tins,18.4,0,Seafood,Seaweed and fish,United Package,37.6,18.4,2.0,0.0,36.8,-0.8000000000000043,2014,6,19,2,Thursday,0,11 days
873,10574,TRAIH,4,2,62,3,2014-06-19,2014-07-17,2014-06-30,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,Kirkland,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Tarte au sucre,48 pies,49.3,0,Confections,"Desserts, candies, and sweet breads",United Package,37.6,49.3,10.0,0.0,493.0,455.4,2014,6,19,2,Thursday,0,11 days
874,10574,TRAIH,4,2,64,5,2014-06-19,2014-07-17,2014-06-30,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,Kirkland,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,37.6,33.25,6.0,0.0,199.5,161.9,2014,6,19,2,Thursday,0,11 days
875,10575,MORGK,5,1,59,4,2014-06-20,2014-07-04,2014-06-30,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Steven Buchanan,Sales Manager,London,UK,2.0,Raclette Courdavault,5 kg pkg.,55.0,0,Dairy Products,Cheeses,Speedy Express,127.34,55.0,12.0,0.0,660.0,532.66,2014,6,20,2,Friday,1,10 days
876,10575,MORGK,5,1,63,2,2014-06-20,2014-07-04,2014-06-30,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Steven Buchanan,Sales Manager,London,UK,2.0,Vegie-spread,15 - 625 g jars,43.9,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,127.34,43.9,6.0,0.0,263.4,136.05999999999997,2014,6,20,2,Friday,1,10 days
877,10575,MORGK,5,1,72,4,2014-06-20,2014-07-04,2014-06-30,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Steven Buchanan,Sales Manager,London,UK,2.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,Dairy Products,Cheeses,Speedy Express,127.34,34.8,30.0,0.0,1044.0,916.66,2014,6,20,2,Friday,1,10 days
878,10575,MORGK,5,1,76,1,2014-06-20,2014-07-04,2014-06-30,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Steven Buchanan,Sales Manager,London,UK,2.0,Lakkaliköri,500 ml,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,127.34,18.0,10.0,0.0,180.0,52.66,2014,6,20,2,Friday,1,10 days
879,10576,TORTU,3,3,1,1,2014-06-23,2014-07-07,2014-06-30,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Janet Leverling,Sales Representative,New York,USA,8.0,Chai,10 boxes x 20 bags,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Federal Shipping,18.56,18.0,10.0,0.0,180.0,161.44,2014,6,23,2,Monday,0,7 days
880,10576,TORTU,3,3,31,4,2014-06-23,2014-07-07,2014-06-30,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Janet Leverling,Sales Representative,New York,USA,8.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Dairy Products,Cheeses,Federal Shipping,18.56,12.5,20.0,0.0,250.0,231.44,2014,6,23,2,Monday,0,7 days
881,10576,TORTU,3,3,44,2,2014-06-23,2014-07-07,2014-06-30,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Janet Leverling,Sales Representative,New York,USA,8.0,Gula Malacca,20 - 2 kg bags,19.45,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Federal Shipping,18.56,19.45,21.0,0.0,408.45,389.89,2014,6,23,2,Monday,0,7 days
882,10577,TRAIH,9,2,39,1,2014-06-23,2014-08-04,2014-06-30,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,Kirkland,USA,Anne Dodsworth,Sales Representative,London,UK,5.0,Chartreuse verte,750 cc per bottle,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,25.41,18.0,10.0,0.0,180.0,154.59,2014,6,23,2,Monday,0,7 days
883,10577,TRAIH,9,2,75,1,2014-06-23,2014-08-04,2014-06-30,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,Kirkland,USA,Anne Dodsworth,Sales Representative,London,UK,5.0,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,25.41,7.75,20.0,0.0,155.0,129.59,2014,6,23,2,Monday,0,7 days
884,10577,TRAIH,9,2,77,2,2014-06-23,2014-08-04,2014-06-30,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,Kirkland,USA,Anne Dodsworth,Sales Representative,London,UK,5.0,Original Frankfurter Grüne Soße,12 boxes,13.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,25.41,13.0,18.0,0.0,234.0,208.59,2014,6,23,2,Monday,0,7 days
885,10578,BSBEV,4,3,35,1,2014-06-24,2014-07-22,2014-07-25,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Margaret Peacock,Sales Representative,New York,USA,8.0,Steeleye Stout,24 - 12 oz bottles,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Federal Shipping,29.6,18.0,20.0,0.0,360.0,330.4,2014,6,24,2,Tuesday,0,31 days
886,10578,BSBEV,4,3,57,5,2014-06-24,2014-07-22,2014-07-25,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Margaret Peacock,Sales Representative,New York,USA,8.0,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",Federal Shipping,29.6,19.5,6.0,0.0,117.0,87.4,2014,6,24,2,Tuesday,0,31 days
887,10579,LETSS,1,2,15,2,2014-06-25,2014-07-23,2014-07-04,Let's Stop N Shop,Jaime Yorres,Owner,San Francisco,USA,Nancy Davolio,Sales Representative,New York,USA,8.0,Genen Shouyu,24 - 250 ml bottles,15.5,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,13.73,15.5,10.0,0.0,155.0,141.27,2014,6,25,2,Wednesday,0,9 days
888,10579,LETSS,1,2,75,1,2014-06-25,2014-07-23,2014-07-04,Let's Stop N Shop,Jaime Yorres,Owner,San Francisco,USA,Nancy Davolio,Sales Representative,New York,USA,8.0,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,13.73,7.75,21.0,0.0,162.75,149.02,2014,6,25,2,Wednesday,0,9 days
889,10580,OTTIK,4,3,14,7,2014-06-26,2014-07-24,2014-07-01,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Tofu,40 - 100 g pkgs.,23.25,0,Produce,Dried fruit and bean curd,Federal Shipping,75.89,23.25,15.0,0.05,331.3125,255.4225,2014,6,26,2,Thursday,0,5 days
890,10580,OTTIK,4,3,41,8,2014-06-26,2014-07-24,2014-07-01,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,Seafood,Seaweed and fish,Federal Shipping,75.89,9.65,9.0,0.05,82.50750000000001,6.617500000000007,2014,6,26,2,Thursday,0,5 days
891,10580,OTTIK,4,3,65,2,2014-06-26,2014-07-24,2014-07-01,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Federal Shipping,75.89,21.05,30.0,0.05,599.925,524.035,2014,6,26,2,Thursday,0,5 days
892,10581,FAMIA,3,1,75,1,2014-06-26,2014-07-24,2014-07-02,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Janet Leverling,Sales Representative,New York,USA,8.0,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,3.01,7.75,50.0,0.2,310.0,306.99,2014,6,26,2,Thursday,0,6 days
893,10582,BLAUS,3,2,57,5,2014-06-27,2014-07-25,2014-07-14,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,27.71,19.5,4.0,0.0,78.0,50.29,2014,6,27,2,Friday,1,17 days
894,10582,BLAUS,3,2,76,1,2014-06-27,2014-07-25,2014-07-14,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,Lakkaliköri,500 ml,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,27.71,18.0,14.0,0.0,252.0,224.29,2014,6,27,2,Friday,1,17 days
895,10583,WARTH,2,2,29,6,2014-06-30,2014-07-28,2014-07-04,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Andrew Fuller,Vice President Sales,New York,USA,8.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,Meat & Poultry,Prepared meats,United Package,7.28,123.79,10.0,0.0,1237.9,1230.6200000000001,2014,6,30,2,Monday,0,4 days
896,10583,WARTH,2,2,60,4,2014-06-30,2014-07-28,2014-07-04,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Andrew Fuller,Vice President Sales,New York,USA,8.0,Camembert Pierrot,15 - 300 g rounds,34.0,0,Dairy Products,Cheeses,United Package,7.28,34.0,24.0,0.15,693.6,686.32,2014,6,30,2,Monday,0,4 days
897,10583,WARTH,2,2,69,4,2014-06-30,2014-07-28,2014-07-04,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Andrew Fuller,Vice President Sales,New York,USA,8.0,Gudbrandsdalsost,10 kg pkg.,36.0,0,Dairy Products,Cheeses,United Package,7.28,36.0,10.0,0.15,306.0,298.72,2014,6,30,2,Monday,0,4 days
898,10584,BLONP,4,1,31,4,2014-06-30,2014-07-28,2014-07-04,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Margaret Peacock,Sales Representative,New York,USA,8.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Dairy Products,Cheeses,Speedy Express,59.14,12.5,50.0,0.05,593.75,534.61,2014,6,30,2,Monday,0,4 days
899,10585,WELLI,7,1,47,3,2014-07-01,2014-07-29,2014-07-10,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Robert King,Sales Representative,London,UK,5.0,Zaanse koeken,10 - 4 oz boxes,9.5,0,Confections,"Desserts, candies, and sweet breads",Speedy Express,13.41,9.5,15.0,0.0,142.5,129.09,2014,7,1,3,Tuesday,0,9 days
900,10586,REGGC,9,1,52,5,2014-07-02,2014-07-30,2014-07-09,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Anne Dodsworth,Sales Representative,London,UK,5.0,Filo Mix,16 - 2 kg boxes,7.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",Speedy Express,0.48,7.0,4.0,0.15,23.8,23.32,2014,7,2,3,Wednesday,0,7 days
901,10587,QUEDE,1,1,26,3,2014-07-02,2014-07-30,2014-07-09,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Nancy Davolio,Sales Representative,New York,USA,8.0,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,Confections,"Desserts, candies, and sweet breads",Speedy Express,62.52,31.23,6.0,0.0,187.38,124.85999999999999,2014,7,2,3,Wednesday,0,7 days
902,10587,QUEDE,1,1,35,1,2014-07-02,2014-07-30,2014-07-09,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Nancy Davolio,Sales Representative,New York,USA,8.0,Steeleye Stout,24 - 12 oz bottles,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,62.52,18.0,20.0,0.0,360.0,297.48,2014,7,2,3,Wednesday,0,7 days
903,10587,QUEDE,1,1,77,2,2014-07-02,2014-07-30,2014-07-09,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Nancy Davolio,Sales Representative,New York,USA,8.0,Original Frankfurter Grüne Soße,12 boxes,13.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,62.52,13.0,20.0,0.0,260.0,197.48,2014,7,2,3,Wednesday,0,7 days
904,10588,QUICK,2,3,18,8,2014-07-03,2014-07-31,2014-07-10,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,New York,USA,8.0,Carnarvon Tigers,16 kg pkg.,62.5,0,Seafood,Seaweed and fish,Federal Shipping,194.67,62.5,40.0,0.2,2000.0,1805.33,2014,7,3,3,Thursday,0,7 days
905,10588,QUICK,2,3,42,5,2014-07-03,2014-07-31,2014-07-10,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,New York,USA,8.0,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,Grains & Cereals,"Breads, crackers, pasta, and cereal",Federal Shipping,194.67,14.0,100.0,0.2,1120.0,925.33,2014,7,3,3,Thursday,0,7 days
906,10589,GREAL,8,2,35,1,2014-07-04,2014-08-01,2014-07-14,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Laura Callahan,Sales Manager,New York,USA,2.0,Steeleye Stout,24 - 12 oz bottles,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,4.42,18.0,4.0,0.0,72.0,67.58,2014,7,4,3,Friday,1,10 days
907,10590,MEREP,4,3,1,1,2014-07-07,2014-08-04,2014-07-14,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Margaret Peacock,Sales Representative,New York,USA,8.0,Chai,10 boxes x 20 bags,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Federal Shipping,44.77,18.0,20.0,0.0,360.0,315.23,2014,7,7,3,Monday,0,7 days
908,10590,MEREP,4,3,77,2,2014-07-07,2014-08-04,2014-07-14,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Margaret Peacock,Sales Representative,New York,USA,8.0,Original Frankfurter Grüne Soße,12 boxes,13.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Federal Shipping,44.77,13.0,60.0,0.05,741.0,696.23,2014,7,7,3,Monday,0,7 days
909,10591,VAFFE,1,1,3,2,2014-07-07,2014-07-21,2014-07-16,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8.0,Aniseed Syrup,12 - 550 ml bottles,10.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,55.92,10.0,14.0,0.0,140.0,84.08,2014,7,7,3,Monday,0,9 days
910,10591,VAFFE,1,1,7,7,2014-07-07,2014-07-21,2014-07-16,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8.0,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,0,Produce,Dried fruit and bean curd,Speedy Express,55.92,30.0,10.0,0.0,300.0,244.07999999999998,2014,7,7,3,Monday,0,9 days
911,10591,VAFFE,1,1,54,6,2014-07-07,2014-07-21,2014-07-16,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8.0,Tourtière,16 pies,7.45,0,Meat & Poultry,Prepared meats,Speedy Express,55.92,7.45,50.0,0.0,372.5,316.58,2014,7,7,3,Monday,0,9 days
912,10592,LEHMS,3,1,15,2,2014-07-08,2014-08-05,2014-07-16,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,Genen Shouyu,24 - 250 ml bottles,15.5,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,32.1,15.5,25.0,0.05,368.125,336.025,2014,7,8,3,Tuesday,0,8 days
913,10592,LEHMS,3,1,26,3,2014-07-08,2014-08-05,2014-07-16,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,Confections,"Desserts, candies, and sweet breads",Speedy Express,32.1,31.23,5.0,0.05,148.3425,116.2425,2014,7,8,3,Tuesday,0,8 days
914,10593,LEHMS,7,2,20,3,2014-07-09,2014-08-06,2014-08-13,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Robert King,Sales Representative,London,UK,5.0,Sir Rodney's Marmalade,30 gift boxes,81.0,0,Confections,"Desserts, candies, and sweet breads",United Package,174.2,81.0,21.0,0.2,1360.8000000000002,1186.6000000000001,2014,7,9,3,Wednesday,0,35 days
915,10593,LEHMS,7,2,69,4,2014-07-09,2014-08-06,2014-08-13,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Robert King,Sales Representative,London,UK,5.0,Gudbrandsdalsost,10 kg pkg.,36.0,0,Dairy Products,Cheeses,United Package,174.2,36.0,20.0,0.2,576.0,401.8,2014,7,9,3,Wednesday,0,35 days
916,10593,LEHMS,7,2,76,1,2014-07-09,2014-08-06,2014-08-13,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Robert King,Sales Representative,London,UK,5.0,Lakkaliköri,500 ml,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",United Package,174.2,18.0,4.0,0.2,57.6,-116.6,2014,7,9,3,Wednesday,0,35 days
917,10594,OLDWO,3,2,52,5,2014-07-09,2014-08-06,2014-07-16,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Janet Leverling,Sales Representative,New York,USA,8.0,Filo Mix,16 - 2 kg boxes,7.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,5.24,7.0,24.0,0.0,168.0,162.76,2014,7,9,3,Wednesday,0,7 days
918,10594,OLDWO,3,2,58,8,2014-07-09,2014-08-06,2014-07-16,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Janet Leverling,Sales Representative,New York,USA,8.0,Escargots de Bourgogne,24 pieces,13.25,0,Seafood,Seaweed and fish,United Package,5.24,13.25,30.0,0.0,397.5,392.26,2014,7,9,3,Wednesday,0,7 days
919,10595,ERNSH,2,1,35,1,2014-07-10,2014-08-07,2014-07-14,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,New York,USA,8.0,Steeleye Stout,24 - 12 oz bottles,18.0,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,96.78,18.0,30.0,0.25,405.0,308.22,2014,7,10,3,Thursday,0,4 days
920,10595,ERNSH,2,1,61,2,2014-07-10,2014-08-07,2014-07-14,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,New York,USA,8.0,Sirop d'érable,24 - 500 ml bottles,28.5,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,96.78,28.5,120.0,0.25,2565.0,2468.22,2014,7,10,3,Thursday,0,4 days
921,10595,ERNSH,2,1,69,4,2014-07-10,2014-08-07,2014-07-14,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,New York,USA,8.0,Gudbrandsdalsost,10 kg pkg.,36.0,0,Dairy Products,Cheeses,Speedy Express,96.78,36.0,65.0,0.25,1755.0,1658.22,2014,7,10,3,Thursday,0,4 days
922,10596,WHITC,8,1,56,5,2014-07-11,2014-08-08,2014-08-12,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Laura Callahan,Sales Manager,New York,USA,2.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",Speedy Express,16.34,38.0,5.0,0.2,152.0,135.66,2014,7,11,3,Friday,1,32 days
923,10596,WHITC,8,1,63,2,2014-07-11,2014-08-08,2014-08-12,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Laura Callahan,Sales Manager,New York,USA,2.0,Vegie-spread,15 - 625 g jars,43.9,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Speedy Express,16.34,43.9,24.0,0.2,842.88,826.54,2014,7,11,3,Friday,1,32 days
924,10596,WHITC,8,1,75,1,2014-07-11,2014-08-08,2014-08-12,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Laura Callahan,Sales Manager,New York,USA,2.0,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Speedy Express,16.34,7.75,30.0,0.2,186.0,169.66,2014,7,11,3,Friday,1,32 days
925,10597,PICCO,7,3,24,1,2014-07-11,2014-08-08,2014-07-18,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,London,UK,5.0,Guarana Fantastica,12 - 355 ml cans,4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Federal Shipping,35.12,4.5,35.0,0.2,126.0,90.88,2014,7,11,3,Friday,1,7 days
926,10597,PICCO,7,3,57,5,2014-07-11,2014-08-08,2014-07-18,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,London,UK,5.0,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",Federal Shipping,35.12,19.5,20.0,0.0,390.0,354.88,2014,7,11,3,Friday,1,7 days
927,10597,PICCO,7,3,65,2,2014-07-11,2014-08-08,2014-07-18,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,London,UK,5.0,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Federal Shipping,35.12,21.05,12.0,0.2,202.08000000000004,166.96000000000004,2014,7,11,3,Friday,1,7 days
928,10598,RATTC,1,3,27,3,2014-07-14,2014-08-11,2014-07-18,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8.0,Schoggi Schokolade,100 - 100 g pieces,43.9,0,Confections,"Desserts, candies, and sweet breads",Federal Shipping,44.42,43.9,50.0,0.0,2195.0,2150.58,2014,7,14,3,Monday,0,4 days
929,10598,RATTC,1,3,71,4,2014-07-14,2014-08-11,2014-07-18,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8.0,Flotemysost,10 - 500 g pkgs.,21.5,0,Dairy Products,Cheeses,Federal Shipping,44.42,21.5,9.0,0.0,193.5,149.07999999999998,2014,7,14,3,Monday,0,4 days
930,10599,BSBEV,6,3,62,3,2014-07-15,2014-08-26,2014-07-21,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Michael Suyama,Sales Representative,London,UK,5.0,Tarte au sucre,48 pies,49.3,0,Confections,"Desserts, candies, and sweet breads",Federal Shipping,29.98,49.3,10.0,0.0,493.0,463.02,2014,7,15,3,Tuesday,0,6 days
931,10600,HUNGC,4,1,54,6,2014-07-16,2014-08-13,2014-07-21,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Tourtière,16 pies,7.45,0,Meat & Poultry,Prepared meats,Speedy Express,45.13,7.45,4.0,0.0,29.8,-15.330000000000002,2014,7,16,3,Wednesday,0,5 days
932,10600,HUNGC,4,1,73,8,2014-07-16,2014-08-13,2014-07-21,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Margaret Peacock,Sales Representative,New York,USA,8.0,Röd Kaviar,24 - 150 g jars,15.0,0,Seafood,Seaweed and fish,Speedy Express,45.13,15.0,30.0,0.0,450.0,404.87,2014,7,16,3,Wednesday,0,5 days
933,10601,HILAA,7,1,13,8,2014-07-16,2014-08-27,2014-07-22,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Robert King,Sales Representative,London,UK,5.0,Konbu,2 kg box,6.0,0,Seafood,Seaweed and fish,Speedy Express,58.3,6.0,60.0,0.0,360.0,301.7,2014,7,16,3,Wednesday,0,6 days
934,10601,HILAA,7,1,59,4,2014-07-16,2014-08-27,2014-07-22,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Robert King,Sales Representative,London,UK,5.0,Raclette Courdavault,5 kg pkg.,55.0,0,Dairy Products,Cheeses,Speedy Express,58.3,55.0,35.0,0.0,1925.0,1866.7,2014,7,16,3,Wednesday,0,6 days
935,10602,VAFFE,8,2,77,2,2014-07-17,2014-08-14,2014-07-22,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Laura Callahan,Sales Manager,New York,USA,2.0,Original Frankfurter Grüne Soße,12 boxes,13.0,0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",United Package,2.92,13.0,5.0,0.25,48.75,45.83,2014,7,17,3,Thursday,0,5 days
936,10603,SAVEA,8,2,22,5,2014-07-18,2014-08-15,2014-08-08,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Laura Callahan,Sales Manager,New York,USA,2.0,Gustaf's Knackebröd,24 - 500 g pkgs.,21.0,0,Grains & Cereals,"Breads, crackers, pasta, and cereal",United Package,48.77,21.0,48.0,0.0,1008.0,959.23,2014,7,18,3,Friday,1,21 days
937,10603,SAVEA,8,2,49,3,2014-07-18,2014-08-15,2014-08-08,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Laura Callahan,Sales Manager,New York,USA,2.0,Maxilaku,24 - 50 g pkgs.,20.0,0,Confections,"Desserts, candies, and sweet breads",United Package,48.77,20.0,25.0,0.05,475.0,426.23,2014,7,18,3,Friday,1,21 days
